attrition_flag,customer_age,total_trans_amt,total_trans_ct,credit_limit,months_inactive_12_mon,contacts_count_12_mon,income_category
Existing Customer,62,1626,41,3140,3,1,Lessthan40K
Attrited Customer,45,791,22,4028,3,3,Unknown
Existing Customer,38,1204,28,2264,3,3,Lessthan40K
Existing Customer,49,1300,33,21620,2,2,120K+
Existing Customer,58,1612,47,6385,2,0,60K-80K
Existing Customer,41,1071,28,2375,2,3,40K-60K
Existing Customer,33,1378,37,1963,3,3,60K-80K
Existing Customer,47,1100,29,4256,2,2,Lessthan40K
Existing Customer,56,2052,45,5097,1,0,Lessthan40K
Existing Customer,51,1349,33,3228,2,3,60K-80K
Existing Customer,49,1215,36,20231,1,3,40K-60K
Attrited Customer,50,1149,25,27512,2,3,120K+
Existing Customer,55,2354,50,1929,2,0,40K-60K
Existing Customer,26,2644,40,2585,3,2,Lessthan40K
Attrited Customer,58,918,14,12151,3,3,80K-120K
Existing Customer,46,1362,31,34516,2,2,80K-120K
Existing Customer,48,1222,37,34516,3,1,120K+
Existing Customer,42,1364,32,5504,1,2,60K-80K
Existing Customer,37,1463,40,10021,1,2,80K-120K
Existing Customer,63,1631,31,3558,3,0,Lessthan40K
Existing Customer,50,1878,55,19853,3,4,40K-60K
Existing Customer,41,1489,32,4969,3,2,40K-60K
Existing Customer,48,1437,37,3117,2,3,Lessthan40K
Existing Customer,46,1313,37,21526,2,0,80K-120K
Existing Customer,61,1290,38,5504,2,2,60K-80K
Existing Customer,59,1975,49,5512,3,2,Lessthan40K
Attrited Customer,53,807,22,1438.3,2,3,Unknown
Existing Customer,39,1438,28,7262,3,0,40K-60K
Existing Customer,51,1233,29,7319,3,2,120K+
Attrited Customer,45,709,27,1438.3,5,3,60K-80K
Existing Customer,48,1597,39,7712,3,3,60K-80K
Existing Customer,47,1283,28,2053,3,0,60K-80K
Existing Customer,41,1101,37,12804,1,3,40K-60K
Existing Customer,48,1593,36,26443,3,2,80K-120K
Existing Customer,50,1631,46,3125,2,0,Lessthan40K
Existing Customer,56,2194,53,4930,1,2,Lessthan40K
Existing Customer,39,1128,27,9476,3,3,Lessthan40K
Existing Customer,47,1497,35,11722,3,3,80K-120K
Existing Customer,44,1385,50,13301,1,3,120K+
Existing Customer,61,1449,27,1438.3,2,3,Unknown
Attrited Customer,43,974,28,1438.3,3,1,Lessthan40K
Attrited Customer,59,731,18,6705,2,3,60K-80K
Existing Customer,42,1191,37,22718,2,0,Unknown
Existing Customer,40,1421,34,23981,2,2,40K-60K
Existing Customer,65,1256,35,2318,2,4,Lessthan40K
Existing Customer,48,1744,50,19324,3,2,60K-80K
Existing Customer,44,1766,39,5331,3,1,40K-60K
Existing Customer,36,2229,48,15700,2,0,Unknown
Existing Customer,45,1773,39,17625,2,2,60K-80K
Existing Customer,39,1860,37,17438,3,2,80K-120K
Existing Customer,40,1179,27,1962,3,1,80K-120K
Attrited Customer,62,906,16,8077,3,2,60K-80K
Existing Customer,26,2781,54,3290,1,2,40K-60K
Existing Customer,60,1650,53,2402,3,2,Lessthan40K
Existing Customer,54,1446,37,9256,1,0,Lessthan40K
Existing Customer,62,1703,48,3674,3,3,60K-80K
Attrited Customer,57,761,17,6462,5,3,40K-60K
Existing Customer,59,1536,44,1638,2,2,40K-60K
Existing Customer,46,1373,36,4335,3,2,60K-80K
Existing Customer,44,1256,29,3233,3,2,60K-80K
Attrited Customer,48,643,16,11862,3,1,80K-120K
Existing Customer,43,1215,45,34516,2,0,120K+
Existing Customer,57,2244,58,19802,6,2,120K+
Existing Customer,46,1409,36,24869,2,2,80K-120K
Existing Customer,40,1469,23,3624,2,1,60K-80K
Existing Customer,54,1847,59,6175,1,2,80K-120K
Existing Customer,57,1277,29,10953,1,0,40K-60K
Existing Customer,44,1227,24,11338,2,3,60K-80K
Existing Customer,47,1336,38,5544,2,2,Lessthan40K
Existing Customer,47,1110,58,19665,1,1,60K-80K
Existing Customer,50,1474,26,2927,2,3,Lessthan40K
Existing Customer,53,1955,44,5146,3,3,40K-60K
Attrited Customer,56,660,17,1704,3,3,60K-80K
Attrited Customer,55,888,18,1438.3,2,3,60K-80K
Existing Customer,53,1785,45,2974,1,3,Lessthan40K
Attrited Customer,61,705,14,5472,2,2,40K-60K
Existing Customer,57,1211,25,2736,1,2,60K-80K
Existing Customer,50,1391,40,1438.3,2,1,80K-120K
Existing Customer,56,1407,29,5406,3,0,Unknown
Existing Customer,52,1616,50,34516,1,1,120K+
Existing Customer,60,1498,43,1976,2,2,Lessthan40K
Existing Customer,49,1536,38,8714,1,1,80K-120K
Existing Customer,46,1594,45,8693,1,1,Lessthan40K
Existing Customer,42,1190,30,9247,1,2,80K-120K
Existing Customer,45,1248,37,7717,5,0,Lessthan40K
Attrited Customer,45,827,21,4908,4,3,Lessthan40K
Attrited Customer,44,920,18,7222,1,3,Lessthan40K
Existing Customer,61,1755,54,21740,2,2,80K-120K
Attrited Customer,55,804,15,2323,2,2,60K-80K
Existing Customer,44,1196,30,7788,2,2,60K-80K
Attrited Customer,55,850,22,1438.3,1,3,Lessthan40K
Existing Customer,57,1644,28,23700,2,2,120K+
Existing Customer,45,1749,50,11710,3,1,80K-120K
Existing Customer,57,2307,45,2278,2,2,40K-60K
Existing Customer,31,1757,45,4048,3,0,40K-60K
Existing Customer,34,1826,35,3663,2,2,Lessthan40K
Attrited Customer,53,799,17,1438.3,2,3,Lessthan40K
Existing Customer,35,2121,60,3518,5,2,Unknown
Existing Customer,44,1468,29,1717,1,0,Lessthan40K
Existing Customer,50,1482,46,16813,2,2,80K-120K
Existing Customer,33,1726,37,16434,2,3,80K-120K
Existing Customer,50,1806,31,21872,2,3,60K-80K
Existing Customer,51,1405,43,15897,2,0,80K-120K
Existing Customer,56,2052,50,4271,3,2,Lessthan40K
Existing Customer,55,1175,34,7361,1,2,Lessthan40K
Existing Customer,26,1786,37,1438.3,1,3,Lessthan40K
Existing Customer,42,1675,58,8628,3,3,Lessthan40K
Existing Customer,54,1200,36,18750,3,3,80K-120K
Existing Customer,44,1283,37,21242,2,3,Unknown
Existing Customer,65,1937,57,2961,3,0,40K-60K
Existing Customer,38,2033,38,11327,2,2,Unknown
Existing Customer,58,1915,37,8308,1,3,60K-80K
Existing Customer,39,1988,36,3249,2,2,40K-60K
Existing Customer,52,1648,30,2981,1,2,120K+
Existing Customer,45,1902,45,8829,1,0,Lessthan40K
Existing Customer,42,1454,35,3714,3,2,80K-120K
Attrited Customer,42,838,24,7340,1,3,60K-80K
Existing Customer,57,1918,61,16952,2,3,120K+
Attrited Customer,55,837,25,20865,1,3,80K-120K
Existing Customer,44,4311,78,3083,3,2,Lessthan40K
Existing Customer,37,1567,33,10584,2,2,Unknown
Existing Customer,50,1905,39,2240,1,2,Lessthan40K
Existing Customer,51,1422,26,12240,1,2,40K-60K
Existing Customer,37,1680,32,5120,2,0,80K-120K
Existing Customer,36,1652,41,3124,1,3,Lessthan40K
Existing Customer,51,1158,26,11261,3,0,Lessthan40K
Existing Customer,65,1797,46,2468,3,2,40K-60K
Existing Customer,43,1911,55,22157,2,3,60K-80K
Existing Customer,46,1260,27,11477,2,3,40K-60K
Existing Customer,43,1489,45,3933,2,2,Lessthan40K
Existing Customer,56,1794,31,8022,3,3,80K-120K
Existing Customer,43,1510,42,13771,2,0,60K-80K
Attrited Customer,53,3231,47,30271,3,3,80K-120K
Existing Customer,50,1274,32,3244,2,2,60K-80K
Existing Customer,43,1572,57,2936,1,3,40K-60K
Existing Customer,54,1935,41,1438.3,1,2,80K-120K
Existing Customer,33,2187,59,6242,3,3,60K-80K
Existing Customer,58,1417,25,6175,1,3,40K-60K
Existing Customer,41,1465,31,11806,3,2,80K-120K
Existing Customer,48,1570,45,4734,2,2,60K-80K
Existing Customer,55,1445,40,6244,2,0,40K-60K
Attrited Customer,54,694,15,1438.3,1,3,Lessthan40K
Existing Customer,51,1929,40,34516,1,2,Unknown
Existing Customer,35,2447,64,23561,1,2,80K-120K
Existing Customer,50,1306,31,24742,2,3,80K-120K
Attrited Customer,55,646,10,27560,2,2,80K-120K
Existing Customer,45,1236,35,5923,1,3,Lessthan40K
Existing Customer,34,2513,63,8581,1,2,60K-80K
Existing Customer,55,2091,48,3156,3,3,40K-60K
Attrited Customer,48,854,22,7151,1,3,Lessthan40K
Existing Customer,46,1848,25,1535,1,2,60K-80K
Attrited Customer,61,949,17,2122,3,3,Lessthan40K
Existing Customer,48,1371,37,17131,2,2,60K-80K
Existing Customer,51,1804,49,5822,2,2,Lessthan40K
Existing Customer,39,1605,43,3537,1,3,60K-80K
Existing Customer,43,1463,38,34516,1,3,120K+
Existing Customer,53,1279,41,16320,4,3,60K-80K
Existing Customer,38,1470,28,2407,3,3,80K-120K
Existing Customer,49,1265,38,3538,1,2,Lessthan40K
Existing Customer,37,2002,60,2684,2,2,Lessthan40K
Existing Customer,53,1475,33,34516,3,2,80K-120K
Existing Customer,46,1419,30,15459,2,2,40K-60K
Existing Customer,44,1628,37,4307,3,3,Lessthan40K
Existing Customer,50,1337,29,2081,2,3,Lessthan40K
Existing Customer,58,1135,27,2848,2,2,40K-60K
Existing Customer,55,1161,26,34516,1,3,120K+
Existing Customer,44,1571,38,6361,1,2,80K-120K
Existing Customer,57,1916,40,15428,1,3,80K-120K
Existing Customer,57,1346,30,2544,1,3,40K-60K
Attrited Customer,48,805,24,9959,1,3,80K-120K
Existing Customer,51,1195,18,8796,3,2,60K-80K
Existing Customer,53,1155,34,3428,1,3,Lessthan40K
Existing Customer,45,1431,34,1438.3,2,2,Lessthan40K
Existing Customer,41,1194,25,18001,3,2,60K-80K
Existing Customer,51,1154,33,2680,1,3,Lessthan40K
Existing Customer,46,1232,34,4675,4,3,Lessthan40K
Existing Customer,40,1269,30,2448,1,3,Lessthan40K
Existing Customer,33,1742,35,4049,3,3,60K-80K
Existing Customer,53,1379,26,8154,2,2,80K-120K
Existing Customer,63,1870,35,4559,3,2,40K-60K
Existing Customer,61,1207,32,19354,2,1,80K-120K
Attrited Customer,56,781,15,2340,3,3,60K-80K
Existing Customer,53,1773,38,13848,3,0,60K-80K
Attrited Customer,62,864,20,2490,2,2,Lessthan40K
Existing Customer,50,1559,39,32156,1,2,Unknown
Existing Customer,37,1830,64,2578,3,2,60K-80K
Existing Customer,62,1542,43,9050,3,2,Unknown
Existing Customer,49,1506,47,34516,1,2,80K-120K
Existing Customer,57,1175,41,8362,1,0,Unknown
Existing Customer,55,1383,20,6514,2,3,80K-120K
Existing Customer,50,1837,57,4051,3,4,80K-120K
Existing Customer,48,1191,40,11959,3,2,60K-80K
Existing Customer,60,1793,53,2070,2,2,40K-60K
Existing Customer,46,1560,49,11840,2,1,120K+
Existing Customer,47,1564,59,3636,3,2,120K+
Existing Customer,54,1843,38,11067,3,3,60K-80K
Existing Customer,53,2165,61,11262,3,3,60K-80K
Existing Customer,56,1631,41,5108,1,0,40K-60K
Existing Customer,56,1265,32,2072,1,1,40K-60K
Existing Customer,41,1455,35,4119,3,3,80K-120K
Existing Customer,60,1137,27,5903,3,3,40K-60K
Existing Customer,40,1367,35,7860,2,3,40K-60K
Existing Customer,49,1292,26,5918,2,2,40K-60K
Existing Customer,46,1682,46,6741,3,2,40K-60K
Existing Customer,36,1598,39,3880,1,2,Lessthan40K
Existing Customer,57,1555,39,2494,2,0,Lessthan40K
Existing Customer,38,2409,36,22149,3,2,80K-120K
Existing Customer,50,1770,65,34516,3,1,80K-120K
Existing Customer,62,1526,45,5450,2,0,60K-80K
Attrited Customer,43,891,28,1438.3,2,3,40K-60K
Existing Customer,44,1756,42,2003,3,3,Lessthan40K
Existing Customer,39,1241,22,7723,3,2,40K-60K
Existing Customer,38,1681,43,18226,1,1,80K-120K
Existing Customer,44,1224,32,8128,2,2,Lessthan40K
Existing Customer,43,1572,38,5851,2,3,80K-120K
Existing Customer,54,1566,50,10260,3,3,80K-120K
Existing Customer,38,1579,40,26945,1,0,Unknown
Existing Customer,55,1334,31,2243,3,3,60K-80K
Existing Customer,42,1230,34,34516,1,2,120K+
Attrited Customer,56,767,25,12248,3,2,60K-80K
Attrited Customer,59,724,16,1438.3,2,3,Unknown
Existing Customer,46,1638,49,19843,3,2,80K-120K
Existing Customer,55,1349,47,2163,3,3,Lessthan40K
Existing Customer,52,1751,48,33864,2,2,120K+
Existing Customer,39,1414,40,4531,1,2,Lessthan40K
Existing Customer,42,1260,32,2950,2,3,Lessthan40K
Attrited Customer,43,965,27,7706,2,3,Lessthan40K
Existing Customer,47,1121,25,25657,1,0,Unknown
Existing Customer,42,1411,28,17536,3,2,Unknown
Existing Customer,39,1602,49,3770,3,3,40K-60K
Existing Customer,50,1617,47,10344,2,2,60K-80K
Existing Customer,57,1244,36,26437,1,1,120K+
Existing Customer,41,1263,29,2450,6,1,Lessthan40K
Existing Customer,52,1036,25,3136,1,2,40K-60K
Existing Customer,43,1217,39,6976,3,2,60K-80K
Existing Customer,42,1556,35,21134,3,1,80K-120K
Existing Customer,58,2005,62,2019,2,3,40K-60K
Existing Customer,42,1698,67,34516,2,3,80K-120K
Existing Customer,55,2041,45,9959,3,3,80K-120K
Existing Customer,38,1102,31,20241,3,2,80K-120K
Existing Customer,40,1346,30,2421,1,2,Lessthan40K
Existing Customer,48,1511,35,30948,6,3,80K-120K
Existing Customer,32,1761,42,2642,3,2,Lessthan40K
Existing Customer,33,2117,61,8070,1,1,Lessthan40K
Attrited Customer,58,596,15,4085,3,3,40K-60K
Existing Customer,26,2560,46,2187,2,2,40K-60K
Existing Customer,46,1409,39,34516,3,2,60K-80K
Existing Customer,39,1759,33,3358,3,2,Unknown
Existing Customer,36,1886,66,1888,3,3,40K-60K
Attrited Customer,43,915,29,14447,3,3,60K-80K
Existing Customer,45,1343,41,32349,3,2,60K-80K
Existing Customer,51,1870,56,12605,2,3,Unknown
Existing Customer,62,1557,25,2964,2,2,40K-60K
Existing Customer,58,1824,49,3785,3,3,80K-120K
Existing Customer,42,1294,26,2727,1,0,60K-80K
Existing Customer,49,1545,31,3343,1,1,60K-80K
Attrited Customer,53,820,25,9786,3,1,Lessthan40K
Existing Customer,45,1675,47,6407,1,3,40K-60K
Existing Customer,29,1678,37,4158,2,2,80K-120K
Existing Customer,60,2117,48,21697,1,2,120K+
Existing Customer,50,1721,56,31383,2,2,80K-120K
Existing Customer,53,1267,23,30883,1,0,120K+
Existing Customer,45,1562,33,12918,3,1,80K-120K
Existing Customer,50,1193,35,8520,3,0,Lessthan40K
Existing Customer,46,1254,34,14310,3,2,80K-120K
Existing Customer,61,1731,32,14434,2,3,Unknown
Existing Customer,46,1099,39,7793,2,1,120K+
Attrited Customer,62,747,19,8990,1,2,Unknown
Existing Customer,43,1352,35,4343,2,3,40K-60K
Existing Customer,54,1770,47,2872,2,0,120K+
Existing Customer,50,1812,50,9697,1,3,120K+
Existing Customer,35,1673,58,2967,3,1,40K-60K
Existing Customer,35,2167,65,2148,3,2,40K-60K
Existing Customer,36,2369,56,6116,3,1,Lessthan40K
Existing Customer,42,1582,47,18085,2,2,80K-120K
Existing Customer,39,1800,33,2524,3,0,Lessthan40K
Existing Customer,50,1567,44,33951,2,2,80K-120K
Attrited Customer,43,647,19,3312,3,2,60K-80K
Existing Customer,39,1447,39,9956,2,2,40K-60K
Existing Customer,47,1145,37,3888,1,3,Lessthan40K
Existing Customer,60,3280,78,30655,1,3,80K-120K
Existing Customer,30,1577,35,2997,2,0,Lessthan40K
Existing Customer,44,1140,25,11042,3,2,60K-80K
Existing Customer,52,1736,40,3386,3,2,120K+
Existing Customer,45,1436,36,15987,1,3,Lessthan40K
Existing Customer,40,1513,38,25188,3,3,120K+
Existing Customer,36,2505,69,2410,2,1,Lessthan40K
Existing Customer,65,1723,51,4315,3,0,Unknown
Existing Customer,35,1695,48,2592,1,1,Lessthan40K
Existing Customer,54,1532,44,5476,3,2,40K-60K
Existing Customer,53,2110,43,2464,3,0,80K-120K
Existing Customer,62,1807,45,2378,2,3,Lessthan40K
Existing Customer,40,1687,46,20056,4,3,120K+
Existing Customer,41,1481,45,8013,2,2,60K-80K
Existing Customer,53,1318,37,3386,2,3,120K+
Existing Customer,30,1946,45,7906,3,2,60K-80K
Existing Customer,46,1481,41,11501,3,0,60K-80K
Existing Customer,29,2168,42,13632,1,2,40K-60K
Existing Customer,37,1583,32,2229,1,3,Lessthan40K
Existing Customer,51,1229,34,5158,1,1,Lessthan40K
Existing Customer,31,1718,42,2158,3,0,40K-60K
Existing Customer,45,1402,34,23271,2,2,80K-120K
Attrited Customer,57,1127,29,10244,3,2,80K-120K
Existing Customer,43,1053,31,2588,2,1,60K-80K
Existing Customer,44,1340,25,10747,2,3,40K-60K
Attrited Customer,53,732,21,7474,3,1,120K+
Existing Customer,32,2346,71,3555,1,3,Lessthan40K
Existing Customer,53,1580,45,22140,3,2,80K-120K
Attrited Customer,54,1196,28,9457,3,4,80K-120K
Existing Customer,42,2086,50,6218,5,0,Lessthan40K
Existing Customer,38,1665,57,2580,3,1,Lessthan40K
Existing Customer,44,1495,39,1438.3,2,2,80K-120K
Existing Customer,54,2187,58,6224,3,1,60K-80K
Existing Customer,37,1371,23,3093,3,1,40K-60K
Existing Customer,48,1235,37,4076,3,3,40K-60K
Existing Customer,55,1556,40,4861,2,0,Unknown
Existing Customer,43,1212,24,9851,3,3,Unknown
Existing Customer,37,2701,60,7349,3,2,60K-80K
Existing Customer,34,1750,47,2853,3,3,60K-80K
Existing Customer,46,1610,43,17023,3,2,Unknown
Existing Customer,32,2184,63,10060,2,3,40K-60K
Existing Customer,53,1745,41,1595,1,2,40K-60K
Existing Customer,46,1381,40,8475,2,1,80K-120K
Existing Customer,38,1793,37,5559,3,3,Lessthan40K
Existing Customer,31,1831,36,2917,3,2,Lessthan40K
Existing Customer,38,1468,36,6692,3,3,60K-80K
Attrited Customer,46,1097,32,8551,2,3,Lessthan40K
Existing Customer,47,1682,44,10569,2,3,60K-80K
Existing Customer,47,1451,37,7051,2,2,Lessthan40K
Existing Customer,56,1509,44,10117,2,1,60K-80K
Existing Customer,47,1895,57,8311,2,1,60K-80K
Existing Customer,47,1403,40,26442,3,2,80K-120K
Existing Customer,64,1420,31,4920,3,1,Lessthan40K
Existing Customer,37,1717,31,1438.3,2,1,Lessthan40K
Existing Customer,42,1131,29,26750,2,2,60K-80K
Existing Customer,41,1005,22,34516,3,3,80K-120K
Existing Customer,65,948,24,1438.3,3,2,Lessthan40K
Existing Customer,49,1549,34,1869,2,2,40K-60K
Attrited Customer,54,965,26,14539,2,3,60K-80K
Existing Customer,46,1958,41,26977,1,3,120K+
Existing Customer,50,1266,22,5426,1,3,40K-60K
Existing Customer,50,1367,29,7623,1,3,Lessthan40K
Existing Customer,48,1489,48,4844,3,3,Lessthan40K
Existing Customer,62,1582,33,2683,1,1,Unknown
Existing Customer,39,2516,42,3214,1,2,Lessthan40K
Existing Customer,46,1557,49,5374,3,3,60K-80K
Attrited Customer,41,1084,32,8004,3,3,80K-120K
Existing Customer,39,2583,47,1438.3,2,3,Unknown
Existing Customer,46,1371,30,2925,3,3,80K-120K
Existing Customer,39,1537,49,9235,3,3,Lessthan40K
Existing Customer,44,3753,60,8837,3,0,Lessthan40K
Existing Customer,57,1104,31,8801,1,1,Lessthan40K
Existing Customer,40,1482,42,3563,1,1,40K-60K
Existing Customer,65,1299,29,8138,3,2,Unknown
Existing Customer,26,2167,48,1438.3,3,3,40K-60K
Existing Customer,47,1563,40,2458,2,2,60K-80K
Existing Customer,47,1772,52,4592,2,3,60K-80K
Attrited Customer,57,1254,35,1438.3,1,3,40K-60K
Existing Customer,31,2229,35,1868,3,3,Lessthan40K
Existing Customer,54,2195,63,5269,1,2,60K-80K
Existing Customer,43,1362,28,20156,3,3,Unknown
Existing Customer,39,2398,37,7410,3,2,60K-80K
Existing Customer,53,2649,56,12163,2,3,120K+
Existing Customer,44,1463,34,6224,2,3,60K-80K
Existing Customer,59,1174,27,4250,3,3,Lessthan40K
Existing Customer,53,1836,36,12059,3,1,Unknown
Existing Customer,34,1817,39,2799,1,3,40K-60K
Existing Customer,47,1387,36,18037,1,1,80K-120K
Existing Customer,54,2028,55,5657,2,3,120K+
Existing Customer,42,1582,36,13770,1,1,Unknown
Existing Customer,53,1774,37,4646,2,3,Lessthan40K
Existing Customer,50,1636,36,2514,3,1,80K-120K
Attrited Customer,56,1031,25,14501,2,3,80K-120K
Attrited Customer,43,916,33,8663,3,3,60K-80K
Existing Customer,44,1198,31,2333,3,3,Lessthan40K
Existing Customer,34,2189,54,3038,5,3,40K-60K
Existing Customer,61,1257,36,8851,6,1,80K-120K
Existing Customer,54,1503,35,2945,3,1,Lessthan40K
Existing Customer,49,1353,24,5267,3,2,Unknown
Attrited Customer,56,811,27,8512,1,3,60K-80K
Existing Customer,47,1270,21,19063,3,2,60K-80K
Existing Customer,53,1840,53,5376,3,3,80K-120K
Existing Customer,30,2585,75,7772,1,2,Unknown
Existing Customer,39,1807,33,9173,1,1,40K-60K
Existing Customer,44,1729,52,34516,1,3,80K-120K
Existing Customer,54,1211,35,11975,1,2,Unknown
Existing Customer,46,1763,44,15405,2,3,60K-80K
Existing Customer,43,1395,34,2615,1,1,40K-60K
Existing Customer,35,1843,43,23991,1,2,80K-120K
Existing Customer,39,1517,33,1888,3,3,Lessthan40K
Existing Customer,61,1977,50,3102,2,2,Lessthan40K
Existing Customer,40,2027,49,3170,2,2,Lessthan40K
Existing Customer,53,1497,43,34516,2,0,120K+
Existing Customer,55,1134,31,14938,3,2,120K+
Existing Customer,41,3663,65,17298,2,2,60K-80K
Existing Customer,35,1483,31,3131,3,3,Lessthan40K
Existing Customer,61,1956,63,11915,2,2,40K-60K
Attrited Customer,51,940,25,16868,3,1,120K+
Existing Customer,42,2183,56,3266,3,3,40K-60K
Existing Customer,46,2920,74,2770,3,3,80K-120K
Existing Customer,46,1221,41,3556,2,2,Lessthan40K
Existing Customer,46,1790,60,9149,2,2,40K-60K
Existing Customer,26,2005,47,1438.3,1,2,Unknown
Existing Customer,46,3490,69,14701,3,3,60K-80K
Existing Customer,62,1904,49,14825,2,2,60K-80K
Existing Customer,55,1647,53,10127,5,3,60K-80K
Existing Customer,55,1903,39,2929,1,2,80K-120K
Existing Customer,32,1564,41,3735,2,0,40K-60K
Existing Customer,37,1686,34,2930,1,2,Lessthan40K
Existing Customer,33,2412,64,12716,2,3,Unknown
Existing Customer,42,3981,65,22120,2,2,80K-120K
Existing Customer,33,2730,48,1438.3,3,3,80K-120K
Existing Customer,60,1361,34,4546,2,2,Unknown
Attrited Customer,65,821,18,1759,2,1,Lessthan40K
Attrited Customer,57,938,21,4829,3,3,80K-120K
Existing Customer,59,1861,42,7692,3,2,Lessthan40K
Existing Customer,45,1345,28,2156,3,2,Lessthan40K
Existing Customer,62,2444,63,9521,3,3,60K-80K
Existing Customer,51,1686,50,26714,3,2,120K+
Existing Customer,57,1468,30,2092,2,3,80K-120K
Existing Customer,38,2320,51,11594,2,1,Unknown
Existing Customer,32,1598,39,2834,1,0,Lessthan40K
Existing Customer,43,1232,31,4724,3,2,Lessthan40K
Existing Customer,51,4027,76,3049,4,3,Lessthan40K
Existing Customer,50,1922,48,20614,3,1,80K-120K
Existing Customer,64,1355,36,3250,1,2,Unknown
Existing Customer,53,2361,42,3128,1,2,Lessthan40K
Attrited Customer,42,708,14,6414,2,3,60K-80K
Existing Customer,53,1687,62,2506,3,0,80K-120K
Existing Customer,52,1212,33,7469,2,3,Unknown
Existing Customer,60,1752,34,3460,3,2,Lessthan40K
Existing Customer,30,1560,39,9959,3,2,80K-120K
Existing Customer,43,1520,36,4175,1,2,Lessthan40K
Existing Customer,60,1685,45,10264,1,3,60K-80K
Existing Customer,46,1678,40,4129,3,3,40K-60K
Existing Customer,65,1627,26,2658,2,2,40K-60K
Existing Customer,44,1637,61,4589,2,3,40K-60K
Existing Customer,56,1707,42,2781,1,2,Lessthan40K
Existing Customer,45,1208,25,24880,3,2,Unknown
Existing Customer,37,1881,51,8504,1,2,40K-60K
